,value,time,device
872,25,1651385419,AHT10humid
873,25,1651386021,AHT10humid
874,25,1651386622,AHT10humid
875,25,1651387223,AHT10humid
876,25,1651387824,AHT10humid
877,25,1651388425,AHT10humid
878,25,1651389026,AHT10humid
879,25,1651389627,AHT10humid
880,24,1651390228,AHT10humid
881,24,1651390829,AHT10humid
882,24,1651391431,AHT10humid
883,24,1651392032,AHT10humid
884,24,1651392633,AHT10humid
885,24,1651393234,AHT10humid
886,24,1651393835,AHT10humid
887,24,1651394436,AHT10humid
888,24,1651395037,AHT10humid
889,24,1651395639,AHT10humid
890,24,1651396240,AHT10humid
891,24,1651396841,AHT10humid
892,24,1651397442,AHT10humid
893,24,1651398043,AHT10humid
894,24,1651398644,AHT10humid
895,24,1651399246,AHT10humid
896,24,1651399847,AHT10humid
897,24,1651400448,AHT10humid
898,24,1651401049,AHT10humid
899,24,1651401650,AHT10humid
900,24,1651402251,AHT10humid
901,24,1651402853,AHT10humid
902,24,1651403454,AHT10humid
903,24,1651404055,AHT10humid
904,24,1651404656,AHT10humid
905,24,1651405257,AHT10humid
906,24,1651405858,AHT10humid
907,23,1651406459,AHT10humid
908,24,1651407060,AHT10humid
909,24,1651407661,AHT10humid
910,24,1651408262,AHT10humid
911,24,1651408864,AHT10humid
912,24,1651409465,AHT10humid
913,24,1651410066,AHT10humid
914,23,1651410667,AHT10humid
915,23,1651411268,AHT10humid
916,23,1651411869,AHT10humid
917,23,1651412470,AHT10humid
918,23,1651413071,AHT10humid
919,23,1651413673,AHT10humid
920,23,1651414274,AHT10humid
921,23,1651414875,AHT10humid
922,23,1651415476,AHT10humid
923,23,1651416077,AHT10humid
924,23,1651416678,AHT10humid
925,23,1651417279,AHT10humid
926,23,1651417880,AHT10humid
927,23,1651418481,AHT10humid
928,21,1651419083,AHT10humid
929,21,1651419684,AHT10humid
930,21,1651420285,AHT10humid
931,21,1651420886,AHT10humid
932,20,1651421487,AHT10humid
933,21,1651422088,AHT10humid
934,21,1651422689,AHT10humid
935,20,1651423291,AHT10humid
936,20,1651423892,AHT10humid
937,20,1651424493,AHT10humid
938,21,1651425094,AHT10humid
939,20,1651425695,AHT10humid
940,21,1651426296,AHT10humid
941,22,1651426897,AHT10humid
942,21,1651427499,AHT10humid
943,20,1651428100,AHT10humid
944,22,1651428701,AHT10humid
945,25,1651429303,AHT10humid
946,24,1651429904,AHT10humid
947,25,1651430505,AHT10humid
948,24,1651431106,AHT10humid
949,24,1651431707,AHT10humid
950,25,1651432308,AHT10humid
951,25,1651432909,AHT10humid
952,27,1651433510,AHT10humid
953,26,1651434111,AHT10humid
954,27,1651434713,AHT10humid
955,27,1651435314,AHT10humid
956,27,1651435915,AHT10humid
957,27,1651436516,AHT10humid
958,28,1651437117,AHT10humid
959,27,1651437718,AHT10humid
960,28,1651438319,AHT10humid
961,26,1651438920,AHT10humid
962,26,1651439521,AHT10humid
963,26,1651440122,AHT10humid
964,25,1651440724,AHT10humid
965,25,1651441325,AHT10humid
966,25,1651441926,AHT10humid
967,25,1651442527,AHT10humid
968,25,1651443128,AHT10humid
969,25,1651443729,AHT10humid
970,25,1651444330,AHT10humid
971,24,1651444931,AHT10humid
972,23,1651445533,AHT10humid
973,24,1651446134,AHT10humid
974,23,1651446735,AHT10humid
975,23,1651447336,AHT10humid
976,24,1651447937,AHT10humid
977,24,1651448538,AHT10humid
978,22,1651449139,AHT10humid
979,21,1651449740,AHT10humid
980,21,1651450341,AHT10humid
981,21,1651450943,AHT10humid
982,21,1651451544,AHT10humid
983,21,1651452145,AHT10humid
984,21,1651452746,AHT10humid
985,21,1651453347,AHT10humid
986,21,1651453948,AHT10humid
987,21,1651454549,AHT10humid
988,21,1651455150,AHT10humid
989,21,1651455751,AHT10humid
990,21,1651456353,AHT10humid
991,22,1651456954,AHT10humid
992,22,1651457555,AHT10humid
993,22,1651458156,AHT10humid
994,22,1651458757,AHT10humid
995,22,1651459359,AHT10humid
996,22,1651459960,AHT10humid
997,22,1651460561,AHT10humid
998,22,1651461162,AHT10humid
999,23,1651461763,AHT10humid
1000,23,1651462364,AHT10humid
1001,24,1651462966,AHT10humid
1002,24,1651463567,AHT10humid
1003,24,1651464168,AHT10humid
1004,31,1651464769,AHT10humid
1005,27,1651465370,AHT10humid
1006,25,1651465971,AHT10humid
