,value,time,device
772,24,1651325307,AHT10temp
773,24,1651325908,AHT10temp
774,24,1651326509,AHT10temp
775,24,1651327110,AHT10temp
776,25,1651327711,AHT10temp
777,25,1651328312,AHT10temp
778,25,1651328914,AHT10temp
779,25,1651329515,AHT10temp
780,25,1651330116,AHT10temp
781,25,1651330717,AHT10temp
782,25,1651331319,AHT10temp
783,25,1651331920,AHT10temp
784,25,1651332521,AHT10temp
785,25,1651333122,AHT10temp
786,25,1651333723,AHT10temp
787,25,1651334324,AHT10temp
788,25,1651334925,AHT10temp
789,25,1651335527,AHT10temp
790,25,1651336128,AHT10temp
791,25,1651336729,AHT10temp
792,25,1651337330,AHT10temp
793,25,1651337931,AHT10temp
794,25,1651338532,AHT10temp
795,25,1651339133,AHT10temp
796,25,1651339734,AHT10temp
797,25,1651340335,AHT10temp
798,25,1651340937,AHT10temp
799,25,1651341538,AHT10temp
800,25,1651342139,AHT10temp
801,26,1651342740,AHT10temp
802,26,1651343341,AHT10temp
803,26,1651343942,AHT10temp
804,26,1651344543,AHT10temp
805,26,1651345144,AHT10temp
806,26,1651345745,AHT10temp
807,26,1651346347,AHT10temp
808,26,1651346948,AHT10temp
809,26,1651347549,AHT10temp
810,26,1651348150,AHT10temp
811,26,1651348751,AHT10temp
812,26,1651349352,AHT10temp
813,26,1651349953,AHT10temp
814,26,1651350554,AHT10temp
815,26,1651351155,AHT10temp
816,26,1651351757,AHT10temp
817,26,1651352358,AHT10temp
818,26,1651352959,AHT10temp
819,26,1651353560,AHT10temp
820,26,1651354161,AHT10temp
821,26,1651354762,AHT10temp
822,26,1651355363,AHT10temp
823,26,1651355964,AHT10temp
824,26,1651356565,AHT10temp
825,26,1651357167,AHT10temp
826,26,1651357768,AHT10temp
827,26,1651358369,AHT10temp
828,26,1651358970,AHT10temp
829,26,1651359571,AHT10temp
830,26,1651360172,AHT10temp
831,26,1651360773,AHT10temp
832,26,1651361374,AHT10temp
833,26,1651361976,AHT10temp
834,26,1651362577,AHT10temp
835,26,1651363178,AHT10temp
836,26,1651363779,AHT10temp
837,26,1651364381,AHT10temp
838,26,1651364982,AHT10temp
839,26,1651365583,AHT10temp
840,26,1651366184,AHT10temp
841,26,1651366785,AHT10temp
842,26,1651367386,AHT10temp
843,26,1651367987,AHT10temp
844,26,1651368588,AHT10temp
845,26,1651369189,AHT10temp
846,26,1651369791,AHT10temp
847,26,1651370392,AHT10temp
848,26,1651370993,AHT10temp
849,26,1651371594,AHT10temp
850,26,1651372195,AHT10temp
851,26,1651372796,AHT10temp
852,26,1651373397,AHT10temp
853,26,1651373998,AHT10temp
854,26,1651374599,AHT10temp
855,26,1651375201,AHT10temp
856,26,1651375802,AHT10temp
857,26,1651376403,AHT10temp
858,26,1651377004,AHT10temp
859,26,1651377605,AHT10temp
860,26,1651378206,AHT10temp
861,26,1651378807,AHT10temp
862,26,1651379408,AHT10temp
863,26,1651380009,AHT10temp
864,26,1651380611,AHT10temp
865,26,1651381212,AHT10temp
866,26,1651381813,AHT10temp
867,26,1651382414,AHT10temp
868,26,1651383015,AHT10temp
869,26,1651383616,AHT10temp
870,26,1651384217,AHT10temp
871,26,1651384818,AHT10temp
